baseMean	log2FoldChange	lfcSE	pvalue	padj
FTH1_2495	18480.9227506522	0.171387763820134	0.051317306651572	0.000587830056065903	0.00494375806038135
FTH1P11_2503	23.247221689648	0.0665313377772656	0.202782973717902	0.411095055362999	0.667884173747101
FTH1P16_2508	10.2660319323868	0.0375289835761657	0.204774641779771	0.505228859174159	0.742714091316711
FTH1P2_2497	27.1155308065605	0.0152913871260283	0.18732321403948	0.855489479357207	0.938808021029374
FTH1P20_729009	37.1728912648582	0.04280263921763	0.2079258893008	0.406407840019742	0.663639026274893
FTH1P23_100420300	22.8551415065154	0.176633726964793	0.272574816497015	0.0916053340212737	0.26711230619692
FTH1P3_2498	12.5623470983619	0.0616039999116431	0.209704921542621	0.341048916685561	0.603016801265821
FTH1P7_2500	21.6676764714073	0.00617554652210435	0.193654301733944	0.933764637790383	0.971849514677407
FTL_2512	57696.38487542	-0.01286328503803	0.0539128269984963	0.794369415611981	0.912247137948542
FTLP2_2514	16.44673780365	-0.0125054695711675	0.19462765182999	0.857210940728052	0.939401438667652
FTLP3_2513	76.3125280741414	0.132074576975606	0.184435511956214	0.246631515611191	0.501395313868798
FTO-IT1_100505692	16.8174364290286	-0.0718654769487958	0.208254685390136	0.344223106923673	0.605641740578126
FTO_79068	2141.11382199182	0.0532112003836106	0.0555972265440448	0.320622840386775	0.58365097420945
FTSJ1_24140	2589.965178015	-0.0242417418646666	0.0626041913929877	0.68399858060136	0.855173507038886
FTSJ2_29960	2756.08142734967	-0.160183207765456	0.0552112778570279	0.00254145045574777	0.0169785568409552
FTSJ3_117246	11357.1469023418	-0.106240184170341	0.0454433129390136	0.0165414491986459	0.0771757994852891
FTX_100302692	135.247881112221	-0.120574758998381	0.167726350125303	0.2825738950247	0.544200275174053
FUBP1_8880	6911.3253000697	-0.222545415374951	0.0561427703136033	3.69676322582486e-05	0.000438552331193722
FUBP3_8939	6260.4585991965	0.0216174280023663	0.0554636123320568	0.685587862499794	0.855885032965307
FUCA1_2517	10983.1772053995	3.19933498167445	0.0693649455253288	0	0
FUCA2_2519	2233.04019389187	-0.139372121364789	0.0580493787054805	0.0121386319128877	0.0601095714917033
FUK_197258	487.016876230489	0.23747997786982	0.104378332960561	0.0096271487396571	0.0499470739055988
FUNDC1_139341	975.421079767825	0.192426539483085	0.0808853287887717	0.00980064371991824	0.0505923559952147
FUNDC2_65991	1540.63465249855	0.0641425599325089	0.0809735635999329	0.38993019214048	0.648340866430521
FUOM_282969	1662.93595391465	-0.0666924418419497	0.0602838494715391	0.24701729785773	0.501888243848787
FURIN_5045	7690.66657572192	0.06475231347048	0.0607444247674707	0.265187935779972	0.522968887882341
FUS_2521	32007.922054161	-0.000726636339822327	0.0588189260394227	0.989638021208819	0.99572267720315
FUT10_84750	993.59039239457	0.00510428735875275	0.0717134651524574	0.940224723505503	0.974498491151027
FUT11_170384	1338.70364261238	-0.0783396903707662	0.0796926204992149	0.285859501510047	0.547696670471706
FUT2_2524	20.0098377031952	-0.0553483655346115	0.198759289453737	0.487874879980595	0.730186592607389
FUT4_2526	448.417053386494	-0.0322884431959548	0.0981529117862062	0.708214710964321	0.87005118845052
FUT8_2530	1168.53013125783	0.00338882860116903	0.0778546596558871	0.963285718182006	0.984047542345137
FUZ_80199	1945.86326399678	-0.0515840022682748	0.064646293433764	0.400436367481441	0.658078094433959
FXN_2395	891.843344271289	-0.0538872998565859	0.0750474825636213	0.440706794054837	0.692913537822362
FXR1_8087	14168.3083346958	0.0662246748545279	0.0489657825531529	0.163837646635924	0.389150014476366
FXR2_9513	3726.0392690872	0.0242948172165763	0.052421016247446	0.630246044583691	0.82422388183904
FXYD5_53827	423.512905512657	0.2068873377001	0.113835941862483	0.0331909258800763	0.130220280564673
FXYD6_100533181	95.1036926253115	0.0370675697621928	0.154268321108395	0.723505456655531	0.876932101915458
FYCO1_79443	3168.94745592492	-0.206489179502451	0.0696263013477085	0.00159879077375101	0.0115407271196034
FYN_2534	5403.23962155124	1.61269235415982	0.0614494924802182	5.12391838657806e-153	7.47665091241515e-150
FYTTD1_84248	4648.08506931117	-0.061098896835473	0.0504745901887014	0.21159958652718	0.457397927613471
FZD1_8321	7136.83795591665	-0.62041448986138	0.0660271818084141	6.43771358143747e-22	4.5089745924388e-20
FZD2_2535	798.05789932021	0.5013161078266	0.0978589182339258	4.34721883517183e-08	9.11614392860584e-07
FZD3_7976	2790.02544856228	-0.0712186206123592	0.0646745851335273	0.245423278639957	0.499925733944353
FZD4_8322	4916.06347617461	-0.231093259938736	0.0531733839522067	6.70609258147826e-06	9.58560662054566e-05
FZD5_7855	819.622798881401	-0.240565206708257	0.0863715339375543	0.00231014493524771	0.0156542716006917
FZD6_8323	2775.4808586949	0.0908506353674336	0.066970512916734	0.151095578673307	0.371115665951692
FZD7_8324	3338.25278623773	0.299708084016702	0.0573849868599687	6.04347625341554e-08	1.23622978034236e-06
FZD8_8325	1911.65808818524	0.443890375566615	0.0884457876619546	8.99687834794885e-08	1.80867209957043e-06
FZR1_51343	5053.39392740247	0.0931441672799525	0.0600054063422973	0.104467729671985	0.29137144736484
G0S2_50486	36.5499505731072	2.18848870230391	0.403967468828506	3.68516890074162e-09	8.86364113351453e-08
G2E3_55632	3629.17039534164	0.0362185424746392	0.0666824170976673	0.566274434352687	0.78364540784917
G3BP1_10146	16702.5039526559	-0.238170150606684	0.0503606532685228	1.09502000564929e-06	1.81226845925512e-05
G3BP2_9908	17854.6094031938	-0.149923943283737	0.0544474855822403	0.00512516446268212	0.0301957031431911
G6PC3_92579	3612.92459404257	-0.0303735598408173	0.0542182864356051	0.56158188177317	0.780978377400382
G6PD_2539	3810.09386498394	0.0132591954259461	0.0785131006684874	0.857760022579163	0.939709566124079
GAA_2548	3437.0434318652	0.063136886877902	0.0784093279354195	0.385696717001048	0.644730263932063
GAB1_2549	1813.63643197849	-0.395531901413778	0.0671067113571355	8.17980566503678e-10	2.14735228178102e-08
GAB2_9846	249.481445604507	-0.096084369171707	0.118348285537416	0.326070297662212	0.589214748407155
GAB3_139716	46.7649109459453	1.20466112866622	0.372741753986746	5.9273314976998e-05	0.000673071170718051
GABARAP_11337	150.582458909678	0.0336777889709301	0.136516075140974	0.746038263645677	0.888225334632203
GABARAPL1_23710	4139.96378141415	0.0622174165053456	0.0639031140060522	0.306195231854647	0.568736449535893
GABARAPL2_11345	2522.92325644038	0.0412445594358807	0.0715634794346372	0.539274402442267	0.767075124838675
GABBR1_2550	505.01234805016	0.0952576716770219	0.10410941365262	0.29108926469054	0.554081607939853
GABPA_2551	3888.95079033009	-0.0356656786267638	0.0541759947861849	0.494760782478971	0.736110192918594
GABPB1-AS1_100129387	448.447717938491	-0.322251116292842	0.120963856634409	0.00201773399684039	0.0139591158769954
GABPB1_2553	1378.51447083346	-0.344243453145524	0.0742972247454071	9.47277027443013e-07	1.58271190367626e-05
GABPB2_126626	650.778999094871	0.144395312577561	0.0841605986565695	0.060120750891911	0.200784731664574
GABRA2_2555	37.4232383744755	-0.229826712329239	0.304969678863672	0.0649190778424585	0.211721559512283
GABRB1_2560	14.8062956667988	2.46892299941111	0.677775990740069	1.56615629936089e-05	0.000204652214938874
GABRB3_2562	37.0842625052084	-0.041581020640542	0.181584300544977	0.656844544987148	0.838596280184102
GABRD_2563	10.0019294025183	0.0481772068723324	0.206657078958585	0.421680045311551	0.676713187920929
GABRE_574412	155.906838571917	-0.280412899077173	0.184829255002655	0.0326112519510187	0.128451497711365
GABRQ_55879	60.4136259777904	0.541269310566612	0.306940389236617	0.00575170755846379	0.0332164905503631
GABRR2_2570	23.5643670401677	0.204408901934085	0.311721037089375	0.0590304754186219	0.197898453873266
GAD1_2571	32.5910017363543	-0.00714612939898813	0.181005258713146	0.934954412856842	0.972383687878553
GADD45A_1647	1211.70867101502	-0.0977019969738305	0.0804047205517648	0.186828381541204	0.422438657126354
GADD45B_4616	270.584978359383	1.24746926124292	0.143997205341739	2.85728231537085e-19	1.68454590377588e-17
GADD45GIP1_90480	7012.73691751343	0.0535213380247051	0.0557696619045412	0.319268456000515	0.582514181545618
GADL1_339896	142.327116742753	-0.191195691218357	0.166535049413368	0.107457902105536	0.297014659174101
GAK_2580	5212.47494841536	0.0503673239786129	0.0606080291071628	0.385169299790763	0.644730263932063
GAL_51083	720.047147398564	-0.11228243139271	0.0846845972101688	0.145486160763837	0.36224850855696
GAL3ST1_9514	30.2430683358086	0.386037514810368	0.556792755970025	0.0214694602963115	0.0941759043681632
GAL3ST2_64090	16.9051414415892	-0.0238972396701353	0.193877723494243	0.746671037822968	0.888253948792728
GAL3ST4_79690	22.1683642299121	0.113300229141912	0.224584502358181	0.187686322663116	0.423824543807874
GALC_2581	664.55348336656	0.131467629484304	0.089279739314221	0.10259767155593	0.287898273869286
GALE_2582	3439.14946468111	0.753008711269947	0.0526218442023186	1.77379405245437e-47	3.88239173230949e-45
GALK1_2584	1727.88460879271	0.109652876260815	0.0779420818844368	0.12849690804798	0.334831358288462
GALK2_2585	574.976182712944	0.0232604313829993	0.101363087186131	0.793775792063058	0.912247137948542
GALM_130589	10896.8718590902	-0.388160420964622	0.0555501910657796	6.29649713403437e-13	2.25925542657668e-11
GALNS_2588	812.653626293115	-0.071890771616533	0.0880058429412437	0.366270302374722	0.626762426083176
GALNT1_2589	2562.21169345089	-0.0493227650720445	0.069952470647036	0.45331031348455	0.702236668470315
GALNT10_55568	705.331147112786	0.145846563582946	0.0893885440091457	0.070277694108343	0.223414034891479
GALNT11_63917	2611.43191538528	0.125622804292318	0.063145063430389	0.0361702647898534	0.138860192166265
GALNT12_79695	169.39825051697	0.405887407204927	0.213030080097692	0.00792273522320663	0.0428434508209846
GALNT14_79623	2214.93106660939	-0.0936060115015718	0.0680760246497517	0.144376908783936	0.360324924858426
GALNT16_57452	390.397974068001	0.0590674663979203	0.117635390183793	0.544989050163992	0.769867108257172
GALNT2_2590	5553.15761151775	-0.13218642706998	0.059796777336634	0.0207511883340137	0.0918545090277058
GALNT3_2591	38.2058445703771	0.791714774389134	0.415279356001223	0.00261139543958543	0.0173729233081842
GALNT4_100528030	23.0178679188814	0.0273811380547708	0.193224878332046	0.722310565322736	0.876547381660312
GALNT6_11226	220.084689066553	0.0764373487928318	0.121219831187394	0.44126739598526	0.693340999973251
GALNT7_51809	4212.31351952374	-0.000635189175013998	0.0619300778343266	0.990818651118192	0.996260351335032
GALNTL6_442117	31.987650097951	-0.108474260756284	0.216714530909252	0.240055729272555	0.493101797549753
GALT_2592	622.586045670892	0.0203838088040845	0.0847386436352641	0.79410769906156	0.912247137948542
GAMT_2593	2117.88066789871	0.121514736924533	0.0661229910141004	0.0520467350694047	0.180892880322603
GAN_8139	1186.21289786551	-0.0281053781886276	0.0820811542068588	0.708611806211414	0.870279075197852
GANAB_23193	38807.5708631498	-0.0561978224353452	0.0471185929329351	0.31881771962022	0.582177314688711
GANC_2595	1015.63672776355	0.0447500584645055	0.0715723585661193	0.506574887638685	0.743514357297013
GAP43_2596	163.472677506325	-0.243019672346025	0.179543992275619	0.0550531721168441	0.188387931163952
GAPDH_2597	123754.54944257	-0.00545585536210863	0.0558850117956054	0.986638790370582	0.994549767881672
GAPDHP1_2599	174.056912776682	0.111635434497376	0.145412354898993	0.304199599700267	0.567135326953969
GAPDHP14_54050	77.9921602354314	-0.22079887480682	0.231413269061761	0.0895561456123763	0.263550942802136
GAPDHP22_390421	12.1418995286728	0.00227901734408116	0.199439955657314	0.970490636768822	0.988057839978598
GAPDHP38_729493	7.21635118394312	0.0234372029628803	0.204815493475043	0.615585865588513	0.814793900253599
GAPDHP40_100131743	16.3891433786159	0.0598190995059819	0.204153480238239	0.419019410898987	0.674297388552638
GAPDHP63_2605	31.2499646454201	-0.010415829422739	0.192580935669656	0.883948921527782	0.95161055124202
GAPDHP65_2607	46.127923291129	0.117321874990415	0.204079076597404	0.266000613853562	0.523922468906171
GAPVD1_26130	6482.7929252045	-0.131033900703482	0.05968840893766	0.0212827889180206	0.093680652075048
GAR1_54433	3640.86835655022	-0.143864650596624	0.0845347284304687	0.0625267093087212	0.206511771608994
GAREM_64762	619.969948827794	-0.683074920221616	0.105643311144725	9.62659165980184e-12	3.15658464350431e-10
GAREML_150946	965.740720358995	-0.0341347928844012	0.0884187675324725	0.66890061949393	0.846157376955699
GARNL3_84253	151.216428486276	-0.279010048188393	0.184659379536377	0.0331420903054599	0.130057821884492
GARS_2617	26272.1241847533	-0.0319413236252726	0.0672629780877407	0.610704889555111	0.811872626111312
GART_2618	12965.7106545371	-0.140732497810975	0.049412490957309	0.00298389834448177	0.019401433350121
GAS1_2619	7319.54819201756	-0.677674706269849	0.071942642743522	4.48681460973072e-22	3.19366356977174e-20
GAS2_2620	38.7045701369233	-0.03906630413672	0.178068951246971	0.683808251122676	0.855173507038886
GAS2L1_10634	1544.16010070977	-0.123560909020794	0.089201991251364	0.124269670900836	0.328116563770891
GAS2L3_283431	1440.39665444379	0.174551189450209	0.0895419137436267	0.0308776994132171	0.123299547713895
GAS5-AS1_100506046	31.5117563484689	-0.152355709919659	0.239890077495092	0.145337155319306	0.362147390798113
GAS5_692197	7626.3210671952	-0.0210610382687709	0.128226961139959	0.820740473510032	0.924081720175405
GAS6_2621	150.986901867446	-0.0353938784549559	0.133572900617821	0.730096258800838	0.880442799049627
GAS7_8522	22.1945160602348	0.0434666560786785	0.19778930582439	0.565450986152226	0.782939013721768
GAS8_2622	540.919197147937	0.0512089545879503	0.0984123782612261	0.555581021248819	0.777138814672218
GATA2_2624	4102.6549701013	0.601677705901769	0.0679741315164869	1.10837549568034e-19	6.80970348398694e-18
GATA3_2625	248.143685847635	0.244677822714876	0.1483724580873	0.0351045422236326	0.136202201270952
GATA4_2626	555.293323055883	0.362831952639099	0.0992310263989155	5.96214465848479e-05	0.000676147363795782
GATA6_2627	12.5372882608576	-0.034102186318476	0.204596297870337	0.53105451906588	0.76069736819728
GATAD1_57798	2556.04286391331	0.0589899819827614	0.0646230735921088	0.336205373615621	0.598571586006535
GATAD2A_54815	13042.5717122438	0.0723425967276082	0.0633062255524136	0.230225695699207	0.481171154415507
GATAD2B_57459	1439.56969635666	-0.0216904683212614	0.0883819144548432	0.785517310728323	0.908061537654515
GATC_283459	2420.59474063191	-0.0691823576803299	0.0691665852027689	0.288150061083473	0.550429777401438
GATM_2628	1106.13592314147	0.0132577922494684	0.0756715376058126	0.851619108108505	0.937048030491951
GATS_352954	124.083115689426	0.055628537489983	0.144909081465141	0.599227346826077	0.805319191229814
GATSL2_729438	62.0634826521968	0.10102420068498	0.183189663167447	0.348945612737644	0.610715284414179
GBA_2629	2976.64062551948	-0.137667611388179	0.0640347780317976	0.02340607550235	0.100377267216789
GBA2_57704	2682.58592461491	0.0601120920136537	0.0530719172399219	0.241306121010203	0.494717397892751
GBAP1_2630	133.060412322889	-0.0626702654202232	0.142286197125057	0.5515203328331	0.774366211844085
GBAS_2631	6143.71756063411	0.0369250098707735	0.0494878146579852	0.444467888661532	0.695797231362285
GBE1_2632	492.313293842982	-0.00209453617234183	0.0905878303386978	0.977699945358429	0.991286974130058
GBF1_8729	7980.51330016772	-0.00406951365519613	0.0625653580649765	0.942218411770897	0.975015920460281
GBP1_2633	60.904105952462	0.0868548696348331	0.185298672413192	0.401857711178301	0.65889114257427
GBP2_2634	28.1314996452142	-0.133761690583609	0.233717852842359	0.165384930821563	0.391561526178072
GBP6_163351	9.86939844785211	0.0362941886141142	0.204386803985796	0.520939288653293	0.753987339867354
GCA_25801	1208.02741341377	0.226015102041177	0.0947160957430835	0.00782134305891607	0.0423736748024816
GCAT_23464	1406.58797265213	-0.0387377287139978	0.0747302604928049	0.577915822733294	0.791331603259089
GCC1_79571	1704.81050760724	0.0540883388744797	0.0687417166841421	0.404337553477182	0.661406588455132
GCC2_9648	3609.37605068091	-0.00378004284585606	0.0517745741116177	0.939354539940293	0.974297950145393
GCDH_2639	2317.11677648407	-0.145062338801469	0.0616361210211054	0.0134045443857038	0.0652344558626107
GCFC2_6936	1857.38325877402	-0.252469792927828	0.0675940689580953	7.8817882391953e-05	0.00087017725137648
GCH1_2643	908.378514819459	1.30496986609032	0.0865882234904934	1.71926673257153e-52	4.30062292676106e-50
GCHFR_2644	177.02783953752	0.0143631635288196	0.126611741728397	0.88742365006371	0.953520470493065
GCLC_2729	2351.05297377264	-0.104798737613748	0.0604159041155909	0.0690716095336816	0.2207820158698
GCLM_2730	2418.11290787172	0.130388622831064	0.0653668799861827	0.0352312697507813	0.13645200914315
GCN1L1_10985	20414.5985776062	-0.154041982737165	0.0691675407747925	0.0178482192743242	0.0817479255802818
GCNT2_2651	113.99403313999	2.10925094989256	0.226551612982517	7.84376066559086e-22	5.47188244041816e-20
GCNT4_51301	490.227233088061	-0.321673403737862	0.102495850021564	0.000469517991796979	0.0040618873697456
GCNT7_140687	16.0090366144079	-0.0710748852339863	0.211890729216574	0.303428088099907	0.566187322462811
GCSH_101060817	782.594613030644	-0.0114491522762295	0.0897666651122047	0.886777854717321	0.953321715909264
GDA_9615	140.790543891454	-0.0707850493178683	0.143762198978658	0.503607381712507	0.741396103395493
GDAP1_54332	4658.39451551952	0.0124112564288557	0.0541638330922903	0.813290914647427	0.920969897595118
GDAP2_54834	1137.06769785664	0.0595075197312303	0.0818148301500856	0.428946825756578	0.682619187403225
GDE1_51573	4464.69089651103	0.103441391815948	0.0505942035968412	0.0347015744368755	0.13496769622161
GDF10_2662	2112.82451761047	0.279218590770579	0.0733021821859678	5.09752843481583e-05	0.000587032812005147
GDF11_10220	3327.83562728857	-0.197435277331484	0.0558433299186507	0.000232498809131631	0.00223124919241959
GDF15_9518	38.0949377902941	-0.114366159953264	0.204738457995023	0.268751386885817	0.527087453446535
GDF6_392255	5961.99621380702	-0.335347640348971	0.0592631364319097	4.01393530377409e-09	9.61477526252863e-08
GDF9_2661	62.686856614601	0.377401026517684	0.299118559277565	0.0227250143092022	0.0980327668278222
GDI1_2664	5060.19423093331	0.127319789795721	0.0571052046711547	0.0202644785690338	0.090425846010138
GDI2_2665	14929.1248621137	-0.0924266787317213	0.0444482800391939	0.0335771092851427	0.131529123844038
GDNF-AS1_100861519	44.7856287014854	0.128557953154044	0.212935387049774	0.223622508221145	0.473016443458836
GDNF_2668	782.574372882391	0.273303476339027	0.0906343473476892	0.00092915856365439	0.00732863353585062
GDPD1_284161	555.135508907754	0.204141904111296	0.101183229075553	0.0219742609598924	0.0956899550877183
GDPD3_79153	32.0590675005329	-0.0497113421431448	0.194119051754183	0.550505467496796	0.77375432849761
GDPD5_81544	185.23487177421	0.490188520736346	0.161620760985836	0.000308445675746462	0.00282916908450526
GDPGP1_390637	173.456863611396	0.127185498313446	0.158600016835289	0.257602282532162	0.513796100596668
GEM_2669	225.877702362166	-0.433420452484624	0.149832129749786	0.000583419089335522	0.00491374134404281
GEMIN2_8487	1370.15634810198	0.0205711987667306	0.0659395363657959	0.743039439572303	0.886627529392907
GEMIN4_50628	2623.18151476382	-0.163789405282047	0.0570237753405185	0.00272418089225902	0.0179924885428167
GEMIN5_25929	6784.0312255155	-0.281125032840731	0.0546894327404734	1.02050682344578e-07	2.01910446085148e-06
GEMIN6_79833	1417.14376696113	-0.0711058384900638	0.0795582509755088	0.332570694299648	0.59527964360669
GEMIN7_79760	380.336891889695	0.011909408045942	0.110924783700775	0.907183605627403	0.961141461519684
GEMIN8_54960	299.754365665878	0.0259871327464148	0.113346836930914	0.784585540710088	0.907624484671828
GEMIN8P4_492303	96.2635167450064	0.0687254728882014	0.161610861754456	0.520733454776004	0.753929772961229
GEN1_348654	1562.64259096674	-0.111009335951394	0.0683382661139285	0.0845213788906145	0.252770169833417
GET4_51608	180.400778916464	0.058012022280876	0.136062676291743	0.577487008723383	0.791249948503977
GFER_2671	998.401646634524	0.139318562587843	0.0847442892374018	0.0712027888621693	0.225209688037678
GFI1_2672	330.356003741039	0.520255223734398	0.167882647397211	0.000222095239509415	0.00214263782028091
GFM1_85476	3297.96520046463	-0.191094902540206	0.0580690733830653	0.000587537982560475	0.00494367615311577
GFM2_84340	3096.46095419923	0.0389221686469629	0.0570203392099388	0.483691441310976	0.726304531116988
GFOD1_54438	1858.16636240123	-0.0862879532290215	0.0699919608345419	0.188808695296942	0.425378313773734
GFOD2_81577	1091.79055603336	0.138321801095771	0.0737489790132315	0.0442085355625159	0.16079545352244
GFPT1_2673	8884.83413172704	-0.029163569446198	0.0486903660396223	0.537286400281812	0.765491038969448
GFPT2_9945	52.1793886997948	0.483619400401854	0.390130083902455	0.0139050403311628	0.0672403358736981
GFRA2_100132336	1606.2555820619	0.109214208793485	0.0735666189403081	0.111776073270259	0.304575014466579
GGA1_26088	3374.74083093875	0.0494104859870872	0.0575128778587957	0.373233317636086	0.633448882262117
GGA2_23062	8045.8737189167	-0.0614702277478062	0.046061213122699	0.170607981232119	0.399293355471705
GGA3_23163	4219.37381714647	0.0339632801245389	0.0533575413557082	0.501583706465043	0.739896131788818
GGACT_87769	156.587691098931	0.0421480606786622	0.14512741372017	0.689624075622451	0.857926647541677
GGCT_79017	3367.27763750739	-0.021228780543932	0.0694120322746474	0.746936587688822	0.888388782124119
GGCX_2677	3446.73705197512	0.061330746636677	0.0540015810884233	0.238872795152185	0.492135856349543
GGH_8836	2703.59828850362	0.0151520930207866	0.0639292194915078	0.8040118375239	0.916970447146713
GGNBP2_79893	2093.86838869871	-0.128745210865777	0.06011943797572	0.0247796337152275	0.104779373666659
GGPS1_9453	1951.66133938405	0.0631252022773346	0.0691083158080676	0.332164533407856	0.595129538521597
GGT1_728441	46.6686643225033	-0.0950103517319661	0.186172232571439	0.366565174459778	0.626980374766576
GGT7_2686	1102.43792488984	-0.105202751037823	0.0801702513072937	0.154168497276122	0.374825102375021
GHDC_84514	24.2320697768491	0.0100353745385336	0.204345751512929	0.813723828534324	0.921385426644854
GHITM_27069	11906.8936841967	0.0235519751523504	0.0559527648583317	0.665431395747852	0.843898293586217
GHR_2690	21.5656633977568	0.0900998703257478	0.219536701824145	0.228802607014655	0.479232395607057
GHRL_51738	10.0659098516523	-0.0666725719918169	0.213434598997021	0.278569190669077	0.539812586168164
GHRLOS_100126793	21.9285194568949	-0.19566739475982	0.307031137962743	0.0571495283025685	0.19349113909012
GID4_79018	1249.94476553715	-0.0801943051962554	0.0862467595351013	0.305776833377298	0.568472903337683
GID8_54994	3882.7331581359	0.0458132178647888	0.0529854960504808	0.371266933739422	0.632024242645086
GIGYF1_64599	4887.5920578123	0.0293859643449976	0.0545672485389903	0.576603279949097	0.790628303203499
GIGYF2_26058	8349.4546135261	-0.050256722675464	0.0457298890051184	0.259572766974569	0.516373454865338
GIMAP1_170575	11.8852100708455	1.75517968075773	0.788076132472491	0.000952045055560196	0.00747547485330001
GIMAP2_26157	50.8461081544707	1.66190077909336	0.335834725552058	3.97651849954265e-08	8.38901673819179e-07
GIMAP5_100527949	11.2719031899971	1.9601882319233	0.870746287096438	0.000915844587481293	0.00724974625985418
GIMAP6_474344	69.052146107142	4.72134484996375	0.441645369079169	3.45768407717901e-27	3.07330193864997e-25
GIMAP8_155038	19.2161067934753	2.98236450232949	0.614955033938577	9.83011920074883e-08	1.95819553134371e-06
GIN1_54826	282.364163608308	-0.0154138814927567	0.114455806842202	0.871146377433504	0.945452151676546
GINM1_116254	2804.83219080161	0.00398720744574451	0.0663288296928043	0.950174557186713	0.978113425898252
GINS1_9837	5241.98964930927	-0.167054267971187	0.0638723461526159	0.00581194502705158	0.0334980768346522
GINS2_51659	2401.42336429388	-0.0631438809225115	0.062800953233879	0.290792810692121	0.553695314834605
GINS3_64785	1616.7244339529	-0.0379772293608356	0.0628664549210309	0.525576871275406	0.75678526832101
GINS4_84296	1958.66423333949	-0.00420514761401808	0.059985824952031	0.940995732242533	0.974834099014898
GIP_2695	15.3003711373873	0.058270223032367	0.204365595334053	0.422592160999059	0.677369895559642
GIPC1_10755	3980.63316169687	0.235779129712024	0.0525521106650275	3.53292342329848e-06	5.28730676426977e-05
GIPC2_54810	14.4506430068129	-0.04835310046967	0.202777304507323	0.479733564156388	0.723027604439522
GIPC3_126326	64.0732661618569	0.0414642053912411	0.173333880398141	0.678990075484999	0.85250932226875
GIPR_2696	13.3693070360716	0.0591260450098448	0.207441999705876	0.380765248214417	0.640768812708741
GIT1_28964	2620.98914638325	-0.186693282802434	0.0662178953931883	0.00284337730786213	0.0186266216204676
GIT2_9815	645.707859634703	0.0449543526119222	0.0898129690304693	0.579821003871757	0.792063175050278
GJA1_2697	7536.84052227345	-0.189783517436134	0.0542380390391949	0.000278352724144884	0.00259667352145814
GJA3_2700	115.842095306601	0.131707285270312	0.161641681785337	0.244415890836536	0.498387810258324
GJA5_2702	130.0267554718	-0.282507771346931	0.196645703798736	0.0357991046009465	0.137930446502672
GJC1_10052	2809.98979285142	-0.290564706016067	0.0653429309930372	2.98651066026329e-06	4.5472871009748e-05
GJC2_57165	37.9333148386337	0.0982023919870383	0.199226506435338	0.32671122096738	0.589703482026473
GK_2710	787.710069931434	-0.175197623386329	0.0909916663433327	0.0320174313532262	0.126838285745473
GK5_256356	934.31789573882	-0.0695065963403275	0.0780344036796416	0.335555556877986	0.598023185845652
GKAP1_80318	457.808994576083	-0.0315699697340851	0.100545873159599	0.718775834459593	0.875060262615186
GLA_2717	1659.41121714196	0.0122548159290237	0.0780034253805632	0.866297914117976	0.943807645358745
GLB1_643853	1891.76149759773	0.219091112942186	0.0631459321934179	0.000266765223534481	0.00249922903375535
GLB1L_79411	393.367248089575	-0.0228656767660697	0.100410061633776	0.794212974386703	0.912247137948542
GLB1L2_89944	1239.14624341851	-0.223337621672704	0.0730797708364973	0.00108981783140521	0.0083714967282731
GLB1L3_112937	39.8494256220282	-0.0879315854630974	0.203302280353206	0.338513163886318	0.600881768080995
GLCCI1_113263	1099.68187709875	-0.21363698820682	0.072278282922723	0.00159896082193935	0.0115407271196034
GLCE_26035	4606.54656408286	0.0147639495949455	0.0497068564118168	0.760814450060002	0.894375719916271
GLDC_2731	919.792252924961	-0.110640274481263	0.0770234858759639	0.120952003781195	0.322158440250795
GLE1_2733	3919.09121770929	0.0866103300751084	0.0513236119786003	0.0813311521177521	0.246556176174141
GLG1_2734	53809.86945961	-0.251897227581488	0.0657351828139701	4.97121126478804e-05	0.000573424962097751
GLI1_2735	273.798413707815	-0.693046859239207	0.13230770507564	1.47348670565548e-08	3.29511522554629e-07
GLI2_2736	604.015076059806	-0.346332061552454	0.123526726074225	0.00116326882510845	0.00884832194945656
GLI3_2737	2136.20020886353	0.228724816902834	0.0804794020874034	0.00209068919258824	0.0143869990606862
GLI4_2738	239.501356040774	0.0687628374576277	0.12164527565548	0.48894416941418	0.73093250289783
GLIPR1_11010	180.781165969064	-0.633766075952237	0.178352100222121	3.51849819946878e-05	0.000420613993515653
GLIPR1L2_144321	18.9260585192608	0.0154485756417174	0.193471796306616	0.835523504362296	0.930366712965584
GLIPR2_152007	309.301746201599	-0.0809408984970194	0.118406822376394	0.407236580829951	0.66440152788629
GLIS2_84662	847.933128075096	-0.168778077565722	0.0949281421117002	0.0457959526563458	0.164624744613553
GLIS3_169792	12.7055539858536	0.027015223274783	0.201978579742198	0.639724178395243	0.829438753328449
GLMN_11146	1304.12737537676	-0.0145490059944772	0.084578806549263	0.850071479187672	0.936442378142569
GLO1_2739	14161.6916446845	0.0525392140310539	0.0539544623951206	0.311253890647677	0.573810868102845
GLOD4_51031	3281.12072896033	-0.0545586848996428	0.0569904227170872	0.318529092361294	0.582177314688711
GLRB_2743	403.221434197909	0.13341730590431	0.121971520834734	0.186375775194727	0.421796539183104
GLRX_2745	1551.21413832868	-0.081392455304336	0.0896182223143957	0.312705071161168	0.575637699330535
