baseMean	log2FoldChange	lfcSE	pvalue	padj
ABHD12B_100616234	30.38513808375	-0.298382512604165	0.370970467578443	0.0395110095777913	0.148558681062299
ABHD13_84945	1631.8347455928	-0.133915382304387	0.0804580238311459	0.0701684537773221	0.223187942895715
ABHD14A_25864	276.822244477587	-0.131472166411868	0.125165662629353	0.195973837666515	0.434752552583387
ABHD14B_84836	782.789698976593	0.0122665018822918	0.098485406008021	0.89487620451134	0.956882219028396
ABHD15_116236	441.229430364677	-0.218759985049089	0.110984840181898	0.0220729479949479	0.09592884571644
ABHD16A_7920	15.6452776807714	0.0258234351874536	0.196643520663622	0.71359875947964	0.872320181408021
ABHD16B_140701	168.835078558379	-0.158839611273976	0.143881390527583	0.148620093940947	0.367146987148136
ABHD17A_81926	4710.19832077759	0.128921600605359	0.0710205844336174	0.0533723022970305	0.184292844255769
ABHD17AP6_644988	7.12996346853198	0.121986537662447	0.256325585778237	0.0290992981526451	0.118247554108335
ABHD17B_51104	1054.00542386597	-0.0288414621355985	0.071793953826759	0.668015633907758	0.845697767102684
ABHD17C_58489	982.853973085211	-0.113603817478045	0.0745440851641248	0.101529312277726	0.286092413579495
ABHD2_11057	5555.72600443038	0.0495599718478777	0.064850904550926	0.422069805874224	0.676987541037703
ABHD3_171586	1663.64888920342	0.418264503680698	0.0856718035738794	2.00822085892158e-07	3.7689118156181e-06
ABHD4_63874	1400.11598911483	0.44920083617789	0.0686065698994719	1.04867586218848e-11	3.3941431325176e-10
ABHD5_51099	528.864719726745	0.00118035002310625	0.0989776946724447	0.98991762145396	0.99587757568936
ABHD6_57406	596.523518988381	0.139454115427587	0.0985594846110153	0.108666585896156	0.299134233914298
ABHD8_79575	554.860320943482	0.0543926549773531	0.0964898044586157	0.525713475825159	0.75682339568351
ABI1_10006	3111.20980203156	-0.039312614500851	0.0581067694126597	0.480798273452148	0.723545134421979
ABI2_10152	6757.35092659048	-0.179966086889997	0.0484323510497077	0.000119840036889889	0.00125128148237445
ABI3_51225	59.9559781727628	1.04338408606846	0.316702952464098	5.1572274773975e-05	0.000593318351703221
ABI3BP_25890	221.467238997425	-0.0629363744424156	0.121243078576669	0.523928740416506	0.755683051457415
ABL1_25	8603.74322857285	-0.0477053735776013	0.063929957140065	0.428062451994178	0.682352433562518
ABL2_27	3633.41523624228	-0.0510555186534395	0.0814846663350869	0.494863442407405	0.736136171655226
ABLIM1_3983	4511.13039281229	-0.0326057129644464	0.0509634448504102	0.497056335910543	0.736898138022861
ABLIM2_84448	414.827549640541	-0.118793321759297	0.110045488783411	0.205246755895935	0.448393099904905
ABR_29	2817.78765707199	-0.05272298427357	0.064524119909136	0.389345067314165	0.647865255438502
ABRACL_58527	2103.20624271677	0.085308206927431	0.076038793314896	0.228708554867232	0.479209503216204
ABT1_29777	1420.13136535078	0.196850340552127	0.0655126081404679	0.00151044666161943	0.0110170425583667
ABTB1_80325	300.661311955503	0.0988055108211267	0.113920546815629	0.302668615045622	0.565539607916897
ABTB2_25841	971.746253261475	-0.468960890577058	0.0810153429363559	1.12344832910482e-09	2.88863146000373e-08
AC000068.5_0	31.116537703826	-0.25583578707539	0.336693690433111	0.0515233004751358	0.179608399625648
AC000089.3_0	30.0049043765788	0.00824934882300214	0.183094882853234	0.926861443675771	0.969205367498521
AC000120.7_0	12.5591604314834	-0.207752707802284	0.357035046524415	0.0233048081141424	0.100016468156528
AC000123.4_0	23.4444539992572	-0.0456953700619773	0.199396934379261	0.532533979135052	0.761819442373755
AC002056.3_0	10.6207183778439	0.0285811714934311	0.200648125550216	0.64602181794601	0.833183560758588
AC002066.1_0	48.4189908439505	0.0904531613428984	0.185733340994769	0.387309825889155	0.646037514280108
AC002115.5_0	17.5956109470974	0.112229789610306	0.229061202676563	0.179542857328004	0.411976861723672
AC002116.7_101927572	26.4014052984341	-0.0148443528196228	0.192011493997356	0.842479020551918	0.933191716140548
AC002310.10_0	10.7965290092878	0.0464856265070166	0.204056488473588	0.474293084143524	0.718849814191388
AC002310.12_0	198.447267296488	-0.0575509735524703	0.131046784451298	0.574053743703649	0.789047888550977
AC002398.11_0	18.3149321549589	-0.00421016928661568	0.193324732173933	0.951604080453775	0.978972326249973
AC002398.13_0	21.7393444959544	-0.0264099437652859	0.189956874926846	0.744443587349355	0.887292030119611
AC002456.2_101930246	29.7575457625463	-0.0374280739454675	0.188643485727245	0.662184233750604	0.842097896214183
AC002467.7_0	67.0183184242644	0.289130246988808	0.257954142189256	0.0461883757816449	0.165763160470712
AC003102.3_101926996	14.4933317660755	0.0150387149326109	0.195289244429266	0.831147011559046	0.928191744146207
AC003665.1_100506325	136.223013359971	0.063225593488928	0.151921919939434	0.552136915029757	0.774485479865553
AC003956.1_0	11.9505489918621	0.00562088957739813	0.197715254748812	0.930055664818441	0.97062621727705
AC003986.6_0	74.0942770169044	-0.641053138176477	0.258962551563566	0.000981029171567803	0.00764818379080687
AC004041.2_101930600	10.6940660840426	-0.0234740202206625	0.201147485288668	0.68632561062521	0.856537075566143
AC004057.1_441502	97.6046889071159	0.0735802492847807	0.15404041837071	0.493656706572002	0.735215525395574
AC004067.5_0	9.90505627846917	0.00641788138397356	0.199905691375155	0.911695741632666	0.963008532061772
AC004112.4_0	7.96515057330618	0.0275229380746307	0.20388296545453	0.599496373595242	0.805397505338687
AC004156.3_0	15.329725132774	0.0797822168679597	0.214088298116922	0.278191462077183	0.539359935300594
AC004158.2_0	45.0343762674475	0.0136631308381861	0.172832094087637	0.889242575564354	0.954317081277999
AC004257.3_0	70.8762946118253	-0.133328574771715	0.20113593133012	0.229871435069272	0.480660237408999
AC004381.6_81691	410.119423434894	-0.00776735602699186	0.101104229242957	0.929024625402304	0.970385419252382
AC004447.2_0	245.309649977432	0.0626713878736842	0.132038698449632	0.543799907581144	0.76901440653738
AC004453.8_0	70.272642522934	0.210434431534327	0.210706641475312	0.10140958999363	0.285893080146265
AC004471.9_0	19.5805648469913	-0.0751502078684855	0.206681777878687	0.352483510107659	0.613844566552884
AC004540.5_0	35.801807938052	-0.0112314879717528	0.181795668489011	0.897783099940947	0.957566358962139
AC004797.1_0	37.52505858285	-0.0457731368041169	0.183489532621561	0.624117707690272	0.819889043563408
AC004840.9_101927181	172.862888186781	0.017803233577986	0.130954811064931	0.862227841870326	0.941658423947447
AC004893.11_101927550	100.755737660091	-0.0305482441960129	0.165889963694184	0.762603695466583	0.895346031086219
AC004951.5_0	14.4576052967128	0.128920561613815	0.246565181975353	0.110991849463216	0.303524486037938
AC004951.6_0	19.3094612461971	0.162590210226601	0.282892666705558	0.0551912208976188	0.188786536026041
AC004967.7_0	402.225766365722	0.107263820958557	0.102856924050975	0.231515565077039	0.482944668155701
AC004980.7_100133091	133.649172216597	-0.157578536473407	0.168077515637245	0.175772795429444	0.406791124500338
AC004987.9_0	22.7337208213641	-0.0705897197639793	0.202305796585903	0.397990684180011	0.656017070955564
AC005003.1_0	538.231912821891	0.064736112093619	0.0964886614707442	0.450046445091965	0.700347782932839
AC005014.5_0	11.8475101141883	0.0545482594833418	0.21108429400333	0.314530288952073	0.577661564878415
AC005076.5_101927420	67.2009577168829	0.170018590207237	0.2104079394113	0.155736326153752	0.3771714654995
AC005104.3_0	21.8752712806463	-0.034978074760603	0.193977257371093	0.652810171537531	0.836788668270452
AC005154.6_101928623	364.493732093295	-1.68710319430545e-05	0.106097016737955	0.998973091781198	0.99937261252864
AC005154.7_0	12.8990069259709	0.10783697731186	0.234519767129859	0.130405581642277	0.338482320568672
AC005224.2_0	21.0688201765428	0.145130178115284	0.251153197011089	0.116896193426073	0.314609951873737
AC005253.2_0	64.9156080208303	-0.0375486333475061	0.168286039615865	0.7100084148966	0.870605556361307
AC005306.3_0	26.1187842413654	-0.0454246175222356	0.197666502391659	0.549302079999084	0.772925057922209
AC005329.7_0	11.8779679140248	-0.0368881506250071	0.201404368134892	0.566740460055821	0.784154188417835
AC005387.2_0	12.5092684016927	-0.0451121395034945	0.206634292996236	0.428642506447709	0.682619187403225
AC005519.4_0	22.9543776944265	-0.0644721886965346	0.202086886666037	0.418602186902633	0.674183617794804
AC005546.2_0	13.2534724623111	-0.0916897069136472	0.221047150820456	0.212607426136791	0.458976209056246
AC005562.1_0	12.8073950578366	0.0325974166225372	0.198840211624744	0.63360659750772	0.82563652549371
AC005594.3_0	9.06706113750294	0.00513463575377683	0.202837481840231	0.915015134411107	0.964478389329309
AC005618.6_101930113	13.5471058178843	-0.0435545168306464	0.201577473577391	0.522783131126756	0.754963515548824
AC005682.5_101927841	217.50981388049	-0.187131288916404	0.142701367103911	0.0912292189862969	0.26647119763784
AC005682.6_0	24.5906606584717	0.0424188200756772	0.193157273790635	0.605847886867615	0.809045251416117
AC005775.2_0	7.53294957794524	-0.0328179239767561	0.204833321561339	0.533281359493336	0.762701674812408
AC005785.2_0	15.3921571667527	-0.122819063294196	0.239088553674837	0.136234255885473	0.347582955056774
AC005822.1_0	16.0630060894048	-0.0239461148516732	0.195087235435379	0.738402555188191	0.884728940833805
AC005841.1_101929469	15.8906877760099	-0.0878277820710277	0.216604132375939	0.25246219440296	0.508174850442101
AC005943.4_0	14.9715370265862	-0.0156915409962893	0.196192187497211	0.815298861737091	0.922205844561514
AC005943.5_0	140.865140168726	-0.0466447066226939	0.140488719660136	0.654835595174916	0.837374663807258
AC006116.20_100506374	26.4232961669657	-0.203970539372617	0.309796152815551	0.0587275559416077	0.197260599374171
AC006126.4_0	27.5755723614919	0.12717912243824	0.235253010942085	0.158245863820616	0.380877673608109
AC006160.5_0	7.89050852810984	-0.00813508362646635	0.200951505687254	0.87873575994504	0.949032452762453
AC006378.2_0	8.16634879374152	0.115026840961519	0.2467185447252	0.0602313218957835	0.200924070564902
AC006486.1_0	64.5006424703027	-0.0761935089747069	0.181923180578894	0.455269265194549	0.70390859457453
AC006538.1_7064	22.2548524015498	-0.0754434785683347	0.209548253177221	0.324831862177142	0.587947685210022
AC006547.13_0	78.172825105319	0.0627998325645901	0.165801187414343	0.552260252451105	0.774485479865553
AC006978.6_222161	202.526580970273	-0.690258361762891	0.152295593455735	5.22903055194219e-07	9.13775698248581e-06
AC007038.7_101928020	18.8592397813771	-0.424462919176659	0.810139651737082	0.015613961809148	0.0736928494011271
AC007228.11_0	10.3973936567671	0.0427533851097283	0.205363308975885	0.468097487415141	0.714021992716198
AC007238.1_0	17.4787440945488	0.0607634672469489	0.203003017920263	0.430212271099193	0.684054848914738
AC007246.3_728730	130.377200159777	0.249971691945007	0.175295596538263	0.0476286836288444	0.169507774459566
AC007249.3_0	28.3455600764997	-0.0464842612545869	0.191112570807794	0.587159251017909	0.797669212919822
AC007285.6_0	10.312033220854	0.0163075164172907	0.199743849226687	0.785171831481638	0.907883772845688
AC007292.3_0	27.077142895016	0.00119809675405039	0.183638705780512	0.990591167579557	0.996259250290411
AC007292.6_0	8.82200163857066	0.0571896413936451	0.211687431577911	0.301510792680847	0.564327870545329
AC007308.6_0	8.9294706661395	-0.0820022296583506	0.222192616345058	0.174278355316566	0.404830724541399
AC007318.5_0	82.9916327307146	0.121041823029608	0.185306446390473	0.27992245759445	0.540699639545374
AC007365.3_0	12.1362074946628	-0.0205698067918745	0.19773147887469	0.753096211660869	0.891583376854782
AC007383.3_0	53.5927738823347	0.034408703886033	0.17424322151625	0.726587268801215	0.878662588288177
AC007405.6_0	13.8765737175477	0.0578261022271767	0.208258164705909	0.370485339807511	0.631111810490274
AC007551.3_101928545	13.1219681736085	-0.0568229550161251	0.208537257967285	0.368439185193597	0.629033749292111
AC007620.3_0	1528.47346081623	0.224623480008679	0.0798124631895507	0.00233975265238917	0.0158119125112151
AC007750.5_0	14.0993756975864	-0.0628878136449138	0.210385025392045	0.325506801089294	0.588621717140715
AC007773.2_400684	15.9408908862164	0.0429232541195375	0.204546284795301	0.482879365936911	0.725582914061212
AC007969.5_0	116.575554318745	0.0517328238461788	0.164925196168715	0.621178046979211	0.818272945725967
AC007970.1_0	12.7697271980311	0.0212884550792333	0.197115759088584	0.753714443314711	0.891639367302659
AC008088.4_0	15.146238215331	-0.0396304705919785	0.19995960193582	0.564228127748683	0.782421360329408
AC008592.3_0	24.5851897033182	-0.0701901615744852	0.197382788078127	0.42893705971799	0.682619187403225
AC008982.2_0	23.9203845371557	-0.0380123884379122	0.191437754834263	0.643655691611789	0.831887097550228
AC009005.2_0	196.614144270384	0.0705278265521765	0.137561641617218	0.502036816079086	0.740126376512193
AC009120.6_0	10.0644444216431	-0.023506078247375	0.200777381952078	0.68932477644557	0.85781891321906
AC009133.12_0	101.858916660159	-0.182140623636626	0.182364336721006	0.131868948409129	0.340413576093742
AC009133.14_100289283	25.1933658611883	-0.177382007859448	0.27651968862432	0.0853383027070609	0.254330179484409
AC009237.8_0	29.9766464998966	0.0582594163915322	0.190914039438529	0.520775591317308	0.753929772961229
AC009245.3_0	36.3875977557706	0.127376659022823	0.213142883202014	0.226637130729988	0.476842891048883
AC009299.4_0	167.525343752786	-0.0954508804066501	0.147772347836975	0.376620197543789	0.636836015575439
AC009299.5_0	24.1999420678117	0.0800016418058881	0.202666844498225	0.367421072874196	0.627723971707208
AC009336.24_0	16.5734488805112	-0.0779333718321568	0.210868440907579	0.311645002179604	0.5740483892452
AC009403.2_100506302	135.089968088242	-0.0963954655426819	0.164118489782501	0.378002517752584	0.638328101634462
AC009404.2_0	55.8168715662408	-0.0299309310368291	0.172597679706606	0.759795351349668	0.894375719916271
AC009501.4_100132215	9.07043488903587	-0.0440005236288964	0.207124214390715	0.418583922549408	0.674183617794804
AC009506.1_643072	103.780200705919	0.100426294700725	0.165903716246595	0.362033508197394	0.622711859384713
AC009784.3_0	195.387533015266	-0.478908443980321	0.1632061566819	0.000434776470803012	0.00380456571902086
AC009948.5_101927027	1005.25618297821	0.210363432596915	0.0791578959644905	0.00406941912065545	0.02508997493052
AC009961.3_0	32.9201172964748	0.531547290284531	0.530779328167532	0.0130759841260498	0.0639554419126068
AC010127.3_0	31.2554867612875	-0.0211439944529494	0.183452488513381	0.809725163542096	0.919591728272441
AC010226.4_101927100	12.5832448169962	-0.098869572992658	0.231968333292606	0.116618855258829	0.314104930869419
AC010243.1_0	9.73352554522996	0.00156662823461839	0.201621417576654	0.977791495508767	0.991322395133954
AC010468.1_0	17.68572412458	0.0539408125990456	0.205999215456817	0.417367308018539	0.672813622114217
AC010504.2_0	8.88527019025172	0.107456564993519	0.238627730161221	0.0930348883628437	0.269976946508683
AC010524.2_101928295	17.0704592413651	0.15694373821121	0.27265375271259	0.0719340847389417	0.227030609909674
AC010536.1_0	97.8275479087083	-0.208111593254549	0.216012409088468	0.102134133388497	0.287035326131392
AC010642.1_0	16.0291669088986	-0.0631508774767294	0.205347349425542	0.393187120568236	0.651467305180716
AC010733.5_0	34.9256926804991	-0.126792150799758	0.213154768978048	0.224953985825377	0.474924304311546
AC010761.8_26773	69.0701245930113	-0.0806108098823462	0.167129967620936	0.452376168813361	0.702131107356769
AC010890.1_101928161	86.6219161074294	0.0354879485274739	0.157246217713751	0.734949748883882	0.882887630554115
AC010894.3_0	23.0652323771327	0.0943576738827633	0.22311078412582	0.199528701147557	0.439790737137762
AC010976.2_0	24.5500184583507	-0.134125942705197	0.232414954493101	0.169351767081056	0.397499925146017
AC010980.2_0	201.161797684185	1.37760155582414	0.168695780230672	1.87797989811542e-17	9.81594866149286e-16
AC011242.6_0	20.1496854371316	0.0481182286327705	0.199157279069498	0.524051857072462	0.75573612397783
AC011290.5_0	24.7092470807908	-0.119975281793971	0.229931622324901	0.176095461555803	0.407161168868626
AC011385.1_0	8.56895218473382	-0.0219699676752006	0.202306996498347	0.684574368773922	0.855355455837937
AC011747.4_0	22.5177587690436	-0.080643311573616	0.213867827808812	0.280166378548754	0.541051426975701
AC011747.7_100506299	124.399670567882	-0.05606652736549	0.142273893105054	0.593229956726853	0.801192174491878
AC011933.2_0	17.8990987906391	0.0271335395628313	0.194371546265688	0.717501867083595	0.874344609411494
AC012146.7_101928000	28.0979759990803	0.100742637249224	0.212269894581261	0.271819328166646	0.531319066450241
AC012309.5_0	9.9218754932438	0.0174222161355373	0.200667398325667	0.762422322122414	0.895313182238849
AC012354.6_0	8.78736669580646	0.0487207022072088	0.208286407273457	0.384135823352617	0.643929705270748
AC012358.4_0	50.0824245191899	0.0337019392165657	0.176894218330915	0.727281580895464	0.878740027703532
AC012487.2_0	18.198957225473	-0.116034867229843	0.236179685564859	0.13812385027624	0.350870247836496
AC012512.1_0	309.647688232569	-0.160764313949745	0.121044455164836	0.108333745269495	0.298745018640455
AC012531.25_0	125.532783501237	-0.261719937086586	0.190659222739582	0.0459517146030144	0.165049132861289
AC013394.2_100507217	1089.12093439247	0.103050178766293	0.0737610013907703	0.1341337771551	0.343731837024561
AC015971.2_101928133	14.2907966616711	-0.0266361181683554	0.198767091492142	0.682501519719996	0.854414963253319
AC016629.8_100131691	53.8414712726079	0.189261254580301	0.236378001939365	0.11984705228638	0.320238346640397
AC016700.5_100133985	232.920654941911	0.240782349931986	0.160662626006461	0.0456905777067357	0.164347168374064
AC016722.4_0	10.5861987039098	-0.0105437996723362	0.198390971731317	0.862191525061157	0.941658423947447
AC016734.2_0	12.5266198552997	-0.0584222692837915	0.207728578316985	0.375792734547939	0.636437835567697
AC016739.2_0	88.7817398007996	0.0270338008488145	0.157585725444423	0.795863866884342	0.912875719337994
AC016747.3_339803	989.865494428562	0.00439288701680424	0.0750152435330778	0.950648066826204	0.978361799114073
AC016753.7_0	20.2806830589065	-0.273737955385292	0.442115021678012	0.0268407899908362	0.11139659462895
AC016773.1_0	74.4283442151465	-0.256459305640213	0.228726874114901	0.060290299267072	0.201051313434394
AC016907.3_101930384	43.985342066323	-0.14790656742452	0.218340696866192	0.184235045611574	0.418574756540633
AC017074.2_0	13.58814187575	-0.0258255434047501	0.197029900566782	0.707149428578758	0.869412776643654
AC018755.1_0	12.4591463082099	-0.00750857214679914	0.197693888387589	0.903255730050322	0.959990231048981
AC018766.4_0	13.6454066611061	0.0648543811989026	0.208062376324404	0.360726939856696	0.621624713796943
AC018766.5_0	48.2918359896878	-0.12315373499857	0.199687501471093	0.257421560797649	0.513680096986639
AC018766.6_0	11.2286908752638	0.0151611354548372	0.198358747521548	0.810550668406166	0.919923464123926
AC018804.7_0	11.1278230914814	0.0817380631977131	0.218938932602457	0.220155603906582	0.468854855802024
AC018890.6_0	8.93274599665222	0.0120083045614534	0.199771960371728	0.838707001176065	0.931942633243171
AC018892.9_0	10.5043117363069	-0.0772218557645755	0.216949416933686	0.238574497665653	0.491829502316588
AC019097.7_0	13.0750306602989	0.0961652667099819	0.223734171548926	0.197064606826184	0.436398288292208
AC020910.2_0	30.6368925391698	0.0773342691095177	0.202830651237625	0.373971842286209	0.634335654212101
AC021188.4_0	18.6476972847325	-0.0353036653250533	0.196174922920112	0.633869943818285	0.82563652549371
AC022007.5_0	78.0411975120591	-0.222527498032938	0.223273545162485	0.0881489772993548	0.260784241052705
AC022154.7_0	10.1685998707725	-0.0482947288483701	0.208181089545309	0.382574324385096	0.642552090858923
AC022182.2_0	15.2465442761834	-0.00880458333744806	0.194708506583592	0.897134799882584	0.957439008472387
AC022210.2_0	10.7168986030761	-0.0230654330401707	0.199618228622005	0.708471246567555	0.870244232016688
AC022311.1_727982	35.4768966944598	-0.0453921887783524	0.180666623920944	0.633996857270328	0.82563652549371
AC022431.1_0	59.6649642921585	0.0961239117267343	0.184679700391967	0.366035827054552	0.626580050026905
AC022819.3_0	13.8890206263166	-0.024225570018735	0.199276003882316	0.701523371550865	0.865453286123333
AC024560.3_220729	578.898636763703	-0.0891064538773862	0.0939211248191675	0.287339868772913	0.549390817013944
AC024580.1_0	10.6787728261575	0.00583958656461369	0.201079517453085	0.914458283090011	0.964400705733881
AC024937.6_0	33.9758165973658	0.00495057288547166	0.18295337778915	0.958111583778866	0.981815478016568
AC024940.1_0	18.0167965831528	-0.0447975524942611	0.198468583854397	0.546726992281295	0.771160756794383
AC025165.8_0	41.426281161842	-0.0730939597168041	0.186018225445536	0.46105717561078	0.708600506673852
AC025171.1_153684	101.184738895455	0.015813149687107	0.151138091700041	0.880479680455034	0.949627299338937
AC025335.1_284023	239.32556838894	-0.267597203734186	0.139725284344561	0.0177556800836482	0.081409258513925
AC026150.8_0	16.3415118716306	0.0780246877810296	0.213103976714846	0.288170784502173	0.550429777401438
AC026271.5_0	163.875552658293	0.187773552100241	0.163007389612084	0.110710160860044	0.302990765342196
AC026740.1_0	152.574018567071	-0.102300875619591	0.148206320124926	0.344652439715929	0.606092620209493
AC026806.2_0	24.3492004429858	-0.144969339911512	0.239501146302256	0.148005758217826	0.365990795988438
AC027119.1_0	102.760623456754	-0.0337760596423846	0.147072716257199	0.746524697506519	0.888253948792728
AC027307.3_0	46.1862270887299	-0.0178016154764073	0.174624510323778	0.851655932182561	0.937048030491951
AC027601.1_284186	55.1407233661374	-0.015930860074715	0.169169933928652	0.871174860794494	0.945452151676546
AC027612.6_654342	566.266836307659	0.243805019031016	0.107872860685638	0.00955046021709683	0.0496079971525854
AC027763.2_0	53.5462935053317	-0.0637518455599264	0.175499167880427	0.531988959760815	0.761350771182008
